avaliacao_id;categoria;created_at;id;obrigatoria;opcoes;ordem;pergunta;peso;tipo
324bc331-470a-4c95-97de-fab68536b2bd;Exigências Quantitativas;2026-05-08 19:45:15.50251+00;7c01501a-fca3-4fdc-ad74-5793bee50c48;true;[];0;A sua carga de trabalho acumula-se por ser mal distribuída?;5;escala
a55846f2-9c09-4e41-8213-cf706ea751ca;Clima Organizacional;2025-11-03 14:25:34.287503+00;02917a09-f574-48fb-8f08-42d1ceebea42;true;;0;Teste;6;escala
0e88490a-e00b-4248-8f98-42ac13236740;MACACO ARANHA;2025-11-10 12:30:05.368067+00;4fe27a49-dcd9-4f7d-af80-578dd910f07e;true;;0;TESTE;5;escala
2b3559eb-5a09-4680-b220-4e0879b8f689;Geral;2025-10-20 00:21:02.839625+00;8e8cc072-bde6-4514-bc8b-556e19286ff3;true;"[""Sim"",""Não"",""Só de pessoas com quem falo pouco"",""As vezes esqueço o nome do meu conjugê até""]";0;Você sente dificuldade em lembrar o nome das pessoas, mesmo que já as conheça a algum tempo?;5;multipla_escolha
2b3559eb-5a09-4680-b220-4e0879b8f689;Geral;2025-10-20 00:21:02.839625+00;8cdf6cf1-9536-418b-8499-340b7fbc421f;true;"[""Opção 1"",""Opção 2""]";1;O quão boa você considera sua memória?;5;escala
2b3559eb-5a09-4680-b220-4e0879b8f689;Geral;2025-10-20 00:21:02.839625+00;323eb692-ee9f-44c3-a5db-dc08ea65113a;true;"[""Opção 1"",""Opção 2""]";2;Você as vezes esquece o que está fazendo no meio da tarefa, quando ela se prolonga demais?;5;sim_nao
5a8149a7-d94d-4a22-941a-f44dd882ec48;Geral;2025-10-20 00:32:14.597378+00;ac8d9629-f943-4c9c-83ed-1daaf097669f;true;"[""Opção 1"",""Opção 2""]";0;Você já pegou no sono enquanto realizava uma atividade?;5;sim_nao
0e88490a-e00b-4248-8f98-42ac13236740;Desempenho;2025-11-10 12:30:05.368067+00;3dde3131-70cf-425d-bf9d-6ae6bc8e6a62;true;"[""1"",""2"",""3"",""4""]";1;TESTE;5;multipla_escolha
0e88490a-e00b-4248-8f98-42ac13236740;Desenvolvimento;2025-11-10 12:30:05.368067+00;fa97ec40-b450-498f-99f9-9dd9671a6925;false;;2;TESTE;5;sim_nao
0e88490a-e00b-4248-8f98-42ac13236740;Liderança;2025-11-10 12:30:05.368067+00;378e8cae-3596-4407-81cb-263e142db01f;true;;3;TESTE;5;escala
0e88490a-e00b-4248-8f98-42ac13236740;Clima Organizacional;2025-11-10 12:30:05.368067+00;53bb5742-8836-4c91-bec5-6a1680fe4298;true;;4;TESTE;5;sim_nao
0e88490a-e00b-4248-8f98-42ac13236740;Competências;2025-11-10 12:30:05.368067+00;ab4080f7-3dec-4029-a664-4152f8ab7737;true;"[""1"",""2"",""3"",""4"",""5"",""6""]";5;TESTE;5;multipla_escolha
0e88490a-e00b-4248-8f98-42ac13236740;Geral;2025-11-10 12:30:05.368067+00;c5411c72-3dc1-4e31-8801-5ac819dcc58c;true;[];6;texto livre;5;texto_livre
7a357896-aa45-4543-98d0-b9850bb617c3;Clima Organizacional;2025-12-01 14:10:09.234159+00;d41788b6-ad15-47b2-92fd-9318d8f0ebd3;true;;0;Você se estressa no trabalho frequentemente?;5;sim_nao
7a357896-aa45-4543-98d0-b9850bb617c3;Clima Organizacional;2025-12-01 14:10:09.234159+00;fcb9020a-201b-4e07-9672-3c9251a9bffa;true;;1;Você se sente exausto durante a semana com frequÇencia?;5;sim_nao
b10ada2e-7ce5-4d48-b487-81ced8961874;Geral;2025-10-20 05:26:54.664548+00;28c76f00-3abe-4e70-b03e-afb1a9a3ac81;true;"[""Opção 1"",""Opção 2""]";0;Múltipla Escolha;5;multipla_escolha
b10ada2e-7ce5-4d48-b487-81ced8961874;Geral;2025-10-20 05:26:54.664548+00;e925a22e-b6b7-4313-905e-06cea1ae9f63;true;"[""Opção 1"",""Opção 2""]";1;Escala 1-10;5;escala
b10ada2e-7ce5-4d48-b487-81ced8961874;Geral;2025-10-20 05:26:54.664548+00;8624881b-0b49-45dc-8b85-986eaf64559a;true;"[""Opção 1"",""Opção 2""]";2;Sim/Não;5;sim_nao
b10ada2e-7ce5-4d48-b487-81ced8961874;Geral;2025-10-20 05:26:54.664548+00;169fd922-9936-4369-be6e-ebaa9741ade0;false;"[""Opção 1"",""Opção 2""]";3;Texto Livre;5;texto_livre
c423d977-0360-4fda-b44d-ba4d544bbce7;Saúde Mental;2025-12-01 18:34:09.27771+00;3553b2f1-161f-4e1b-a14c-1ba3e1282f19;true;;0;Você já teve Burnout;5;sim_nao
c423d977-0360-4fda-b44d-ba4d544bbce7;Saúde Mental;2025-12-01 18:34:09.27771+00;bdc960ea-2362-4cc1-a5ed-9c8f0f7af782;true;;1;Você se estressa ou se aborrece com frequência no trabalho?;5;sim_nao
c423d977-0360-4fda-b44d-ba4d544bbce7;Carga de Trabalho;2025-12-01 18:34:09.27771+00;a7409ba1-d254-46b8-988a-3b955dd2d85e;true;;2;Você se sente sobrecarregado?;5;sim_nao
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Transparência do Papel Laboral;2026-03-01 18:14:51.518913+00;22f0370a-d84f-4fbb-ad89-f2bdde664148;true;[];18;O seu trabalho apresenta objectivos claros?;1;escala
42a5567a-7556-45be-a898-1fb80a87d1ad;Geral;2025-10-20 07:17:48.627011+00;9f0b7535-46a2-42d8-ab5b-916e369506c1;true;"[""Opção 1"",""Opção 2""]";0;Múltipla Escolha;5;multipla_escolha
42a5567a-7556-45be-a898-1fb80a87d1ad;Geral;2025-10-20 07:17:48.627011+00;f86c1d50-d94d-4fbb-8737-590faf465d18;true;"[""Opção 1"",""Opção 2""]";1;Escala 1-10;5;escala
42a5567a-7556-45be-a898-1fb80a87d1ad;Geral;2025-10-20 07:17:48.627011+00;72c2661e-93da-4026-bbc0-0dfcc1503eda;true;"[""Opção 1"",""Opção 2""]";2;Sim/Não;5;sim_nao
42a5567a-7556-45be-a898-1fb80a87d1ad;Geral;2025-10-20 07:17:48.627011+00;135525c6-2c0c-45eb-97d4-ee371e6be954;false;"[""Opção 1"",""Opção 2""]";3;Texto Livre;5;texto_livre
b0c54aba-8948-4984-bd30-3fe3a6d35f54;Carga de Trabalho;2025-10-26 23:28:32.078211+00;5983e38f-739c-4833-ac79-d16c17e1376d;true;;0;sad;5;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Transparência do Papel Laboral;2026-03-01 18:14:51.518913+00;e6d49965-6cba-482f-aed6-b66d4a99aa08;true;[];19;Sabe exactamente quais as suas responsabilidades?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Transparência do Papel Laboral;2026-03-01 18:14:51.518913+00;68e8cd95-fd5a-4297-9fb6-89e5ac550414;true;[];20;Sabe exactamente o que é esperado de si?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Recompensas / Reconhecimento;2026-03-01 18:14:51.518913+00;50aa14c1-68da-4183-985c-6e69ef12b546;true;[];21;O seu trabalho é reconhecido e apreciado pela gerência?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Recompensas / Reconhecimento;2026-03-01 18:14:51.518913+00;8d705945-f18a-4a26-aec4-6d6393d63232;true;[];22;A gerência do seu local de trabalho respeita-o?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Recompensas / Reconhecimento;2026-03-01 18:14:51.518913+00;93c35f6d-2537-41e8-ac98-c2819bfa16a3;true;[];23;É tratado de forma justa no seu local de trabalho?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Conflitos de Papéis Laborais;2026-03-01 18:14:51.518913+00;338a1c78-1848-4363-945c-477ed7975fd6;true;[];24;Faz coisas no seu trabalho que uns concordam mas outros não?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Conflitos de Papéis Laborais;2026-03-01 18:14:51.518913+00;aa1b2fbc-8fb2-4f76-b0cd-837b65113274;true;[];25;Por vezes tem que fazer coisas que deveriam ser feitas de outra maneira?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Conflitos de Papéis Laborais;2026-03-01 18:14:51.518913+00;11ca33e3-9c2d-41ee-8449-12c47ac18dab;true;[];26;Por vezes tem que fazer coisas que considera desnecessárias?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Apoio Social de Colegas;2026-03-01 18:14:51.518913+00;0e397d93-04af-46a9-8e7e-0890a859589f;true;[];27;Com que frequência tem ajuda e apoio dos seus colegas de trabalho?;1;escala
c1963521-5e71-4287-8fd2-52094329eb1b;Carga de Trabalho;2025-10-27 14:47:48.862657+00;45da6e8f-0e2a-413f-bf91-8774761299b9;true;;0;Me sinto desgastado mesmo tendo dormido bem;5;escala
c1963521-5e71-4287-8fd2-52094329eb1b;Carga de Trabalho;2025-10-27 14:47:48.862657+00;3501951a-eaae-4833-aa99-fce063810f99;true;"[""Bastante"",""Muito"",""Normal"",""Pouco""]";1;O quão valorizado você se sente no trabalho?;5;multipla_escolha
c1963521-5e71-4287-8fd2-52094329eb1b;Carga de Trabalho;2025-10-27 14:47:48.862657+00;04e2c16c-93b1-4ad4-81d5-1710c453fcef;true;;2;Você já sentiu como se seu trabalho não fizesse sentido?;5;sim_nao
c1963521-5e71-4287-8fd2-52094329eb1b;Relações Interpessoais;2025-10-27 14:47:48.862657+00;1c57e560-75f7-4996-a67c-443ccf3470da;false;;3;Descreva como é um dia de trabalho, pela sua visão pessoal;5;texto_livre
00698d20-4881-4f36-b899-ddabdf863144;Carga de Trabalho;2025-10-28 13:56:17.393743+00;afbfaeaa-fbc3-4d94-ad8c-443513e91f18;true;;0;O quão você diria que está na metade do expediente?;6;escala
4ede8d4a-46fb-4fb9-93f7-2bb735d9111f;Carga de Trabalho;2025-10-28 18:10:31.880817+00;1da58cdd-ad75-4c57-ba98-2ef73e747ef4;true;;0;Quando chega o periodo da sua pause, o quão esgotado você se sente?;6;escala
977b2e2e-1ed8-49d5-9abc-9bfdf52e27da;Carga de Trabalho;2025-10-29 10:34:03.187559+00;b0f72506-1f18-4195-9d9a-9384263339d1;true;;0;sad;5;escala
977b2e2e-1ed8-49d5-9abc-9bfdf52e27da;Geral;2025-10-29 10:34:03.187559+00;fda9403c-be99-490c-ac6a-c887a15ac01d;true;"[""Opção 1"",""Opção 2""]";1;Nova pergunta;5;multipla_escolha
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Apoio Social de Colegas;2026-03-01 18:14:51.518913+00;068a04ce-5a92-4e2e-b8ef-ecaf2914f542;true;[];28;Com que frequência os seus colegas estão dispostos a ouvi-lo(a) sobre os seus problemas de trabalho?;1;escala
ac29822d-7b73-4e06-a6e3-b0cd126f5526;Carga de Trabalho;2025-10-29 13:29:39.769287+00;017e57f3-3755-4b1f-9437-2ed36bf18ac1;true;;0;TESTE;5;escala
ac29822d-7b73-4e06-a6e3-b0cd126f5526;Carga de Trabalho;2025-10-29 13:29:39.769287+00;12431ac8-f224-4d65-9e4c-012e2ec4ba2b;true;"[""1"",""2"",""3"",""4""]";1;TESTE;5;multipla_escolha
ac29822d-7b73-4e06-a6e3-b0cd126f5526;Carga de Trabalho;2025-10-29 13:29:39.769287+00;a84eafbe-894a-4be0-a2ca-76ea90f24f15;true;;2;TESTE;5;sim_nao
ac29822d-7b73-4e06-a6e3-b0cd126f5526;Carga de Trabalho;2025-10-29 13:29:39.769287+00;e7fcb6c2-bf60-47b0-9d1f-134b44fb9410;true;;3;TESTE;5;texto_livre
f0e3f8e6-90af-4c67-a421-a47395f55fe2;Clima Organizacional;2025-10-31 15:51:37.824312+00;ab023a4d-f05e-4fd7-a983-5a0ccd1d2d5b;true;;0;O quão desgastado você se sente quando sua primeira pausa chega?;6;escala
67454c46-acb3-426c-a187-656acf24092e;Carga de Trabalho;2026-01-31 02:38:56.344644+00;ca9fe1df-14e7-4e92-a895-57b54e937847;true;;0;AASDA;5;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Apoio Social de Colegas;2026-03-01 18:14:51.518913+00;2a11d114-de75-4aa1-b65a-a826ce7db927;true;[];29;Com que frequência os seus colegas falam consigo acerca do seu desempenho laboral?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Apoio Social de Superiores;2026-03-01 18:14:51.518913+00;c0e24df1-2456-4934-89af-37d65314a699;true;[];30;Com que frequência o seu superior imediato fala consigo sobre como está a decorrer o seu trabalho?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Apoio Social de Superiores;2026-03-01 18:14:51.518913+00;04c21565-9686-4b51-8255-0fe99c53e160;true;[];31;Com que frequência tem ajuda e apoio do seu superior imediato?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Apoio Social de Superiores;2026-03-01 18:14:51.518913+00;78199f47-9c52-49e5-a881-eea4f51e4fab;true;[];32;Com que frequência é que o seu superior imediato fala consigo em relação ao seu desempenho laboral?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Comunidade Social no Trabalho;2026-03-01 18:14:51.518913+00;f34f8dea-c140-4f88-b139-109e8d0644eb;true;[];33;Existe um bom ambiente de trabalho entre si e os seus colegas?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Comunidade Social no Trabalho;2026-03-01 18:14:51.518913+00;21843041-3c98-460f-a720-41e2a40fd893;true;[];34;Existe uma boa cooperação entre os colegas de trabalho?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Comunidade Social no Trabalho;2026-03-01 18:14:51.518913+00;72f2da18-4e85-44c4-9f83-15ceaa951a19;true;[];35;No seu local de trabalho sente-se parte de uma comunidade?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Qualidade da Liderança;2026-03-01 18:14:51.518913+00;54f33014-34a7-4200-9253-9c3c48b4894f;true;[];36;Em relação à sua chefia direta, até que ponto considera que oferece aos indivíduos e ao grupo boas oportunidades de desenvolvimento?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Qualidade da Liderança;2026-03-01 18:14:51.518913+00;d7272049-d5be-4569-be63-478fa9809e93;true;[];37;Em relação à sua chefia direta, até que ponto considera que dá prioridade à satisfação no trabalho?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Qualidade da Liderança;2026-03-01 18:14:51.518913+00;671871ee-13cd-43f7-a3e6-2317bdea774a;true;[];38;Em relação à sua chefia direta, até que ponto considera que é bom no planeamento do trabalho?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Qualidade da Liderança;2026-03-01 18:14:51.518913+00;a81a1bb1-9f81-4ac9-b720-b35ab456a88e;true;[];39;Em relação à sua chefia direta, até que ponto considera que é bom a resolver conflitos?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Confiança Horizontal;2026-03-01 18:14:51.518913+00;cf59e100-c524-4a45-834f-c656b54abfc2;true;[];40;Os funcionários ocultam informações uns dos outros?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Confiança Horizontal;2026-03-01 18:14:51.518913+00;7fead101-5b61-491a-affa-be09e7be3669;true;[];41;Os funcionários ocultam informação à gerência?;1;escala
4ac52968-3ed8-4949-b268-15b5a1f50878;Carga de Trabalho;2025-10-31 18:06:28.788902+00;cc26311b-dbb9-4ec1-adad-ac653ed32829;true;;0;quanto você sente que seu trabalho (ou rotina diária) consome sua energia emocional?;5;escala
4ac52968-3ed8-4949-b268-15b5a1f50878;Carga de Trabalho;2025-10-31 18:06:28.788902+00;61930dd7-e1ee-4dcd-895c-dc215f629d60;true;;1;quanto você sente que tem conseguido equilibrar vida pessoal e profissional?;5;escala
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;5de14636-c4e3-4ced-b204-db3f746151eb;true;"[""Opção 1"",""Opção 2""]";2;Você tem sentido dificuldade em relaxar mesmo nos momentos de descanso?;5;sim_nao
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;23ddbaa9-7c9d-40b4-8222-eccce368b3e1;true;"[""Motivado(a) e com energia para os desafios."",""Cansado(a), mas ainda produtivo(a)."",""Desmotivado(a) e frequentemente irritado(a)."",""Exausto(a) e com vontade de se afastar de tudo.""]";3;Qual das seguintes situações mais representa como você tem se sentido ultimamente?;5;multipla_escolha
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;c056ccd2-4cee-452b-8346-56cd7944ba18;true;"[""Opção 1"",""Opção 2""]";4;quanto você sente que está satisfeito(a) com o seu desempenho recente?;5;escala
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;b0e6b19c-a477-4671-8176-a458ca1f5640;true;"[""Durmo bem e acordo descansado(a)."",""Tenho dificuldades ocasionais para dormir."",""Durmo mal quase todas as noites."",""Tenho insônia ou acordo exausto(a) mesmo após dormir.""]";5;Descreva brevemente como tem sido sua rotina nas últimas semanas e o que tem impactado mais o seu bem-estar.;5;texto_livre
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;2a363780-2869-45ac-8c09-11ab47fa80de;true;"[""Durmo bem e acordo descansado(a)."",""Tenho dificuldades ocasionais para dormir."",""Durmo mal quase todas as noites."",""Tenho insônia ou acordo exausto(a) mesmo após dormir.""]";6;Como está a qualidade do seu sono atualmente?;5;multipla_escolha
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;d754ae15-a5b0-4382-9779-efcedfb7059c;true;"[""Entusiasmo."",""Indiferença."",""Irritação."",""Cansaço extremo.""]";7;Quando você pensa nas suas atividades diárias, qual sentimento é mais frequente?;5;multipla_escolha
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;0bd94b02-c018-470a-9b1c-cf4e66f32b2d;true;"[""Opção 1"",""Opção 2""]";8;Você já pensou em desistir de alguma responsabilidade importante apenas por exaustão emocional?;5;sim_nao
4ac52968-3ed8-4949-b268-15b5a1f50878;Geral;2025-10-31 18:06:28.788902+00;a042bad9-edf8-45d7-a0ae-41238aa33098;true;"[""Opção 1"",""Opção 2""]";9;O que você acredita que mais ajudaria a melhorar sua energia e motivação neste momento?;5;texto_livre
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Confiança Horizontal;2026-03-01 18:14:51.518913+00;d7912848-a1ce-40e5-b3ce-a71bcb159a47;true;[];42;Os funcionários confiam uns nos outros de um modo geral?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Confiança Vertical;2026-03-01 18:14:51.518913+00;9d8cbe44-5099-4027-9ce7-3b992fa6d189;true;[];43;A gerência confia nos seus funcionários para fazerem o seu trabalho bem?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Confiança Vertical;2026-03-01 18:14:51.518913+00;75f95a64-d8c8-4692-b5e5-7a4d846dfbf5;true;[];44;Confia na informação que lhe é transmitida pela gerência?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Confiança Vertical;2026-03-01 18:14:51.518913+00;80dbf880-17fa-49f1-8b0c-eb8390e815f1;true;[];45;A gerência oculta informação aos seus funcionários?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Justiça e Respeito;2026-03-01 18:14:51.518913+00;f40fe0a7-b0dd-4509-a3e6-7d069b7eb9c5;true;[];46;Os conflitos são resolvidos de uma forma justa?;1;escala
6a590716-ba2e-4e86-b4a0-198e4ff6def1;Exigências Quantitativas;2025-12-10 19:48:35.691802+00;e07c5d81-36d3-4191-b006-7f677d9ef94b;true;"[""Nunca/ quase nunca"",""Raramente"",""Às vezes "",""Frequentemente"",""Sempre""]";0;A sua carga de trabalho acumula-se por ser mal distribuída? ;10;multipla_escolha
6a590716-ba2e-4e86-b4a0-198e4ff6def1;Exigências Quantitativas;2025-12-10 19:48:35.691802+00;8ba3188f-0843-4d20-880a-1394668d3e31;true;"[""Nunca/ quase nunca"",""Raramente"",""Às vezes "",""Frequentemente"",""Sempre""]";1;Com que frequência não tem tempo para completar todas as tarefas do seu trabalho? ;10;multipla_escolha
6a590716-ba2e-4e86-b4a0-198e4ff6def1;Exigências Quantitativas;2025-12-10 19:48:35.691802+00;3baa5e99-b963-450c-ba1b-6650f6f63171;true;"[""Nunca/ quase nunca"",""Raramente"",""Às vezes "",""Frequentemente"",""Sempre""]";2;Precisa fazer horas-extra?;10;multipla_escolha
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Justiça e Respeito;2026-03-01 18:14:51.518913+00;00dcde4a-d61e-44d9-bb70-aba03e2e8010;true;[];47;As sugestões dos funcionários são tratadas de forma séria pela gerência?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Justiça e Respeito;2026-03-01 18:14:51.518913+00;4624cf3e-b94e-4d2a-b33b-357d65b7035b;true;[];48;O trabalho é igualmente distribuído pelos funcionários?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Auto-eficácia;2026-03-01 18:14:51.518913+00;5bd03d71-15c0-4e23-8e66-088e7f61098c;true;[];49;Sou sempre capaz de resolver problemas, se tentar o suficiente.;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Auto-eficácia;2026-03-01 18:14:51.518913+00;741e13a8-3f9c-435e-855e-1c69be7f69c9;true;[];50;É-me fácil seguir os meus planos e atingir os meus objetivos.;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Significado do Trabalho;2026-03-01 18:14:51.518913+00;699322f9-c6b2-42d9-84e5-0419bbd0a61f;true;[];51;O seu trabalho tem algum significado para si?;1;escala
0008baf1-ddc4-453d-b4ff-d37e1418ffe5;Significado do Trabalho;2026-03-01 18:14:51.518913+00;6333067d-eb98-4a6c-b1fe-114693b89435;true;[];52;Sente que o seu trabalho é importante?;1;escala
324bc331-470a-4c95-97de-fab68536b2bd;Exigências Quantitativas;2026-05-08 19:45:15.50251+00;331ec376-c132-43d7-ac0d-af2a9ce6fd73;true;[];1;Com que frequência não tem tempo para completar todas as tarefas do seu trabalho?;5;escala
324bc331-470a-4c95-97de-fab68536b2bd;Exigências Quantitativas;2026-05-08 19:45:15.50251+00;3b675613-d1b8-4a9e-8996-567b2b698859;true;[];2;Precisa fazer horas-extra?;5;escala
324bc331-470a-4c95-97de-fab68536b2bd;Ritmo de Trabalho;2026-05-08 19:45:15.50251+00;77fb4000-e221-468f-8a70-53a9b7cf03bb;true;[];3;Precisa trabalhar muito rapidamente?;5;escala
324bc331-470a-4c95-97de-fab68536b2bd;Exigências Cognitivas;2026-05-08 19:45:15.50251+00;bf908d15-45cd-440e-bd3e-9a484f51c8ed;true;[];4;O seu trabalho exige a sua atenção constante?;5;escala
324bc331-470a-4c95-97de-fab68536b2bd;Exigências Cognitivas;2026-05-08 19:45:15.50251+00;3daa0e93-c3d1-4bef-9996-03e1eeb4e183;true;[];5;O seu trabalho requer que seja bom a propor novas ideias?;5;escala
324bc331-470a-4c95-97de-fab68536b2bd;Exigências Cognitivas;2026-05-08 19:45:15.50251+00;a53735e0-e57d-46d8-aae7-4bfba30346d0;true;[];6;O seu trabalho exige que tome decisões difíceis?;5;escala
